Jurisdiction,Postal Code,FIPS Code,Policies as of,Control,Specific Excise Tax Per Gallon for 5% Alcohol,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax On-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Wholesale Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Retail Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Does Not Apply,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Rate,Ad Valorem Excise Tax Off-Premises for 5% Alcohol: Sales Tax Adjusted Retail Ad Valorem Rate,Additional Taxes for 3.2-6% Alcohol,Notes,Citations Count,Citations,Juris Note,Row Note
Kansas,KS,20,1/1/2019,0,$0.18,0.08,0.1,1,0.065,0.035,,0.08,1,0.065,0.015,,"Row Note: 

            Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses.",11 Citations,"EB: 2015 Kan. Sess. Laws 102, § 6

EB: 2019 Kan. Sess. Laws 18, § 3

CS: Kan. Stat. Ann. § 41-102

CS: Kan. Stat. Ann. § 41-501

CS: Kan. Stat. Ann. § 41-2601

CS: Kan. Stat. Ann. § 41-2701

CS: Kan. Stat. Ann. § 79-3603

CS: Kan. Stat. Ann. § 79-4101

CS: Kan. Stat. Ann. § 79-41a01

CS: Kan. Stat. Ann. § 79-41a02

CR: Kan. Admin. Regs. 92-24-12",,"Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses."
Kansas,KS,20,1/1/2020,0,$0.18,0.08,0.1,1,0.065,0.035,,0.08,1,0.065,0.015,,"Row Note: 

            Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses.",10 Citations,"EB: 2015 Kan. Sess. Laws 102, § 6

EB: 2019 Kan. Sess. Laws 18, § 3

CS: Kan. Stat. Ann. § 41-102

CS: Kan. Stat. Ann. § 41-501

CS: Kan. Stat. Ann. § 41-2601

CS: Kan. Stat. Ann. § 41-2701

CS: Kan. Stat. Ann. § 79-3603

CS: Kan. Stat. Ann. § 79-4101

CS: Kan. Stat. Ann. § 79-41a01

CS: Kan. Stat. Ann. § 79-41a02

CR: Kan. Admin. Regs. 92-24-12",,"Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses."
Kansas,KS,20,1/1/2021,0,$0.18,0.08,0.1,1,0.065,0.035,,0.08,1,0.065,0.015,,"Row Note: 

            Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses.",10 Citations,"EB: 2015 Kan. Sess. Laws 102, § 6

EB: 2019 Kan. Sess. Laws 18, § 3

CS: Kan. Stat. Ann. § 41-102

CS: Kan. Stat. Ann. § 41-501

CS: Kan. Stat. Ann. § 41-2601

CS: Kan. Stat. Ann. § 41-2701

CS: Kan. Stat. Ann. § 79-3603

CS: Kan. Stat. Ann. § 79-4101

CS: Kan. Stat. Ann. § 79-41a01

CS: Kan. Stat. Ann. § 79-41a02

CR: Kan. Admin. Regs. 92-24-12",,"Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses."
Kansas,KS,20,1/1/2022,0,$0.18,0.08,0.1,1,0.065,0.035,,0.08,1,0.065,0.015,,"Row Note: 

            Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses.",10 Citations,"EB: 2015 Kan. Sess. Laws 102, § 6

EB: 2019 Kan. Sess. Laws 18, § 3

CS: Kan. Stat. Ann. § 41-102

CS: Kan. Stat. Ann. § 41-501

CS: Kan. Stat. Ann. § 41-2601

CS: Kan. Stat. Ann. § 41-2701

CS: Kan. Stat. Ann. § 79-3603

CS: Kan. Stat. Ann. § 79-4101

CS: Kan. Stat. Ann. § 79-41a01

CS: Kan. Stat. Ann. § 79-41a02

CR: Kan. Admin. Regs. 92-24-12",,"Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses."
Kansas,KS,20,1/1/2023,0,$0.18,8.00%,10.00%,1,6.50%,3.50%,,8.00%,1,6.50%,1.50%,,"Row Note: 

            Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses.",10 Citations,"EB: 2015 Kan. Sess. Laws 102, § 6

EB: 2019 Kan. Sess. Laws 18, § 3

CS: Kan. Stat. Ann. § 41-102

CS: Kan. Stat. Ann. § 41-501

CS: Kan. Stat. Ann. § 41-2601

CS: Kan. Stat. Ann. § 41-2701

CS: Kan. Stat. Ann. § 79-3603

CS: Kan. Stat. Ann. § 79-4101

CS: Kan. Stat. Ann. § 79-41a01

CS: Kan. Stat. Ann. § 79-41a02

CR: Kan. Admin. Regs. 92-24-12",,"Before April 1, 2019, sales of beer containing not more than 4 percent alcohol by retailers holding only a cereal malt beverage (CMB) license were subject only to sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax was not due on beer containing not more than 4 percent alcohol sold by those holding only a CMB license; however, holders of alcoholic liquor licenses had to collect and remit the 10% Liquor Drink Tax on sales of beer containing not more than 4 percent alcohol but were not required to collect sales tax. Beginning on April 1, 2019, sales of beer containing not more than 6 percent alcohol by retailers holding a cereal malt beverage (CMB) license are subject only to applicable sales tax (in lieu of the 8% Enforcement Tax). The 10% Liquor Drink Tax is now due on all cereal malt beverages and beer sold by alcoholic liquor licenses."
Kentucky,KY,21,1/1/2018,0,$0.08,0.1025,,0,,,0.1025,,0,,,,,7 Citations,"CS: Ky. Rev. Stat. Ann. § 241.010

CS: Ky. Rev. Stat. Ann. § 243.720

CS: Ky. Rev. Stat. Ann. § 243.884

CS: Ky. Rev. Stat. Ann. § 139.340

CS: Ky. Rev. Stat. Ann. § 139.470

CS: Ky. Rev. Stat. Ann. § 139.310

EB: 2014 Ky. Acts 102, §18",,
Kentucky,KY,21,1/1/2019,0,$0.08,0.1,,0,,,0.1,,0,,,,,7 Citations,"EB: 2014 Ky. Acts 102, §18

CS: Ky. Rev. Stat. Ann. § 139.310

CS: Ky. Rev. Stat. Ann. § 139.340

CS: Ky. Rev. Stat. Ann. § 139.470

CS: Ky. Rev. Stat. Ann. § 241.010

CS: Ky. Rev. Stat. Ann. § 243.720

CS: Ky. Rev. Stat. Ann. § 243.884",,
Kentucky,KY,21,1/1/2020,0,$0.08,0.1,,0,,,0.1,,0,,,,,7 Citations,"EB: 2014 Ky. Acts 102, §18

CS: Ky. Rev. Stat. Ann. § 139.310

CS: Ky. Rev. Stat. Ann. § 139.340

CS: Ky. Rev. Stat. Ann. § 139.470

CS: Ky. Rev. Stat. Ann. § 241.010

CS: Ky. Rev. Stat. Ann. § 243.720

CS: Ky. Rev. Stat. Ann. § 243.884",,
Kentucky,KY,21,1/1/2021,0,$0.08,0.1,,0,,,0.1,,0,,,,,7 Citations,"EB: 2014 Ky. Acts 102, §18

CS: Ky. Rev. Stat. Ann. § 139.310

CS: Ky. Rev. Stat. Ann. § 139.340

CS: Ky. Rev. Stat. Ann. § 139.470

CS: Ky. Rev. Stat. Ann. § 241.010

CS: Ky. Rev. Stat. Ann. § 243.720

CS: Ky. Rev. Stat. Ann. § 243.884",,
Kentucky,KY,21,1/1/2022,0,$0.08,0.1,,0,,,0.1,,0,,,,,7 Citations,"EB: 2014 Ky. Acts 102, §18

CS: Ky. Rev. Stat. Ann. § 139.310

CS: Ky. Rev. Stat. Ann. § 139.340

CS: Ky. Rev. Stat. Ann. § 139.470

CS: Ky. Rev. Stat. Ann. § 241.010

CS: Ky. Rev. Stat. Ann. § 243.720

CS: Ky. Rev. Stat. Ann. § 243.884",,
Kentucky,KY,21,1/1/2023,0,$0.08,10.00%,,0,,,10.00%,,0,,,,,7 Citations,"EB: 2014 Ky. Acts 102, §18

CS: Ky. Rev. Stat. Ann. § 139.310

CS: Ky. Rev. Stat. Ann. § 139.340

CS: Ky. Rev. Stat. Ann. § 139.470

CS: Ky. Rev. Stat. Ann. § 241.010

CS: Ky. Rev. Stat. Ann. § 243.720

CS: Ky. Rev. Stat. Ann. § 243.884",,
Louisiana,LA,22,1/1/2010,0,$0.32,,,0,,,,,0,,,,,2 Citations,"CS: La. Rev. Stat. Ann. § 26:341

CS: La. Rev. Stat. Ann. § 26:241",,
Louisiana,LA,22,1/1/2011,0,$0.32,,,0,,,,,0,,,,,2 Citations,"CS: La. Rev. Stat. Ann. § 26:341

CS: La. Rev. Stat. Ann. § 26:241",,
Louisiana,LA,22,1/1/2012,0,$0.32,,,0,,,,,0,,,,,2 Citations,"CS: La. Rev. Stat. Ann. § 26:341

CS: La. Rev. Stat. Ann. § 26:241",,
Louisiana,LA,22,1/1/2013,0,$0.32,,,0,,,,,0,,,,,2 Citations,"CS: La. Rev. Stat. Ann. § 26:341

CS: La. Rev. Stat. Ann. § 26:241",,
Louisiana,LA,22,1/1/2014,0,$0.32,,,0,,,,,0,,,,,2 Citations,"CS: La. Rev. Stat. Ann. § 26:341

CS: La. Rev. Stat. Ann. § 26:241",,
Louisiana,LA,22,1/1/2015,0,$0.32,,,0,,,,,0,,,,,2 Citations,"CS: La. Rev. Stat. Ann. § 26:341

CS: La. Rev. Stat. Ann. § 26:241",,
Louisiana,LA,22,1/1/2016,0,$0.32,,,0,,,,,0,,,,,2 Citations,"CS: La. Rev. Stat. Ann. § 26:341

CS: La. Rev. Stat. Ann. § 26:241",,
Louisiana,LA,22,1/1/2017,0,$0.40,,,0,,,,,0,,,,,3 Citations,"EB: 2016 La. Sess. Law Serv. 1st Ex. Sess. Act 13, §1

CS: La. Rev. Stat. Ann. § 26:241

CS: La. Rev. Stat. Ann. § 26:341",,
Louisiana,LA,22,1/1/2018,0,$0.40,,,0,,,,,0,,,,,3 Citations,"EB: 2016 La. Sess. Law Serv. 1st Ex. Sess. Act 13, §1

CS: La. Rev. Stat. Ann. § 26:241

CS: La. Rev. Stat. Ann. § 26:341",,
Louisiana,LA,22,1/1/2019,0,$0.40,,,0,,,,,0,,,,,3 Citations,"EB: 2016 La. Sess. Law Serv. 1st Ex. Sess. Act 13, §1

CS: La. Rev. Stat. Ann. § 26:241

CS: La. Rev. Stat. Ann. § 26:341",,
Louisiana,LA,22,1/1/2020,0,$0.40,,,0,,,,,0,,,,,3 Citations,"EB: 2016 La. Sess. Law Serv. 1st Ex. Sess. Act 13, §1

CS: La. Rev. Stat. Ann. § 26:241

CS: La. Rev. Stat. Ann. § 26:341",,
Louisiana,LA,22,1/1/2021,0,$0.40,,,0,,,,,0,,,,,3 Citations,"EB: 2016 La. Sess. Law Serv. 1st Ex. Sess. Act 13, §1

CS: La. Rev. Stat. Ann. § 26:241

CS: La. Rev. Stat. Ann. § 26:341",,
Louisiana,LA,22,1/1/2022,0,$0.40,,,0,,,,,0,,,,,3 Citations,"EB: 2016 La. Sess. Law Serv. 1st Ex. Sess. Act 13, §1

CS: La. Rev. Stat. Ann. § 26:241

CS: La. Rev. Stat. Ann. § 26:341",,
Louisiana,LA,22,1/1/2023,0,$0.40,,,0,,,,,0,,,,,3 Citations,"EB: 2016 La. Sess. Law Serv. 1st Ex. Sess. Act 13, §1

CS: La. Rev. Stat. Ann. § 26:241

CS: La. Rev. Stat. Ann. § 26:341",,
Maine,ME,23,1/1/2010,0,$0.35,,7.00%,1,5.00%,2.00%,,,0,,,,,5 Citations,"CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2011,0,$0.35,,7.00%,1,5.00%,2.00%,,,0,,,,,5 Citations,"CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2012,0,$0.35,,7.00%,1,5.00%,2.00%,,,0,,,,,5 Citations,"CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2013,0,$0.35,,7.00%,1,5.00%,2.00%,,,0,,,,,5 Citations,"CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2014,0,$0.35,,8.00%,1,5.50%,2.50%,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2015,0,$0.35,,8.00%,1,5.50%,2.50%,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2016,0,$0.35,,8.00%,1,5.50%,2.50%,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2017,0,$0.35,,8.00%,1,5.50%,2.50%,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2018,0,$0.35,,0.08,1,0.055,0.025,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2019,0,$0.35,,0.08,1,0.055,0.025,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2020,0,$0.35,,0.08,1,0.055,0.025,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2021,0,$0.35,,0.08,1,0.055,0.025,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2022,0,$0.35,,0.08,1,0.055,0.025,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maine,ME,23,1/1/2023,0,$0.35,,8.00%,1,5.50%,2.50%,,,0,,,,,5 Citations,"EB: 2013 Me. Laws 368, §§ M-2 and N-2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 2

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1051

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1652

CS: Me. Rev. Stat. Ann. tit. 28-A, § 1703

CS: Me. Rev. Stat. Ann. tit. 36, § 1811",,
Maryland,MD,24,1/1/2010,0,$0.09,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2003 through January 2, 2008, a 5 percent general sales tax applied to alcoholic beverages, and no specific ad valorem tax applied to alcoholic beverages.  For the period January 3, 2008 through June 30, 2011, a 6 percent general sales tax applied to alcoholic beverages, and no specific ad valorem tax applied to alcoholic beverages.  For the period beginning July 1, 2011 a 9 percent ad valorem tax on alcoholic beverages applies, in lieu of the 6 percent general sales tax.  See Md. Ann. Code, Tax - General, § 11-104(a), (g) (as amended by 2007 Md. Laws 1st Sp. Sess. Ch. 6, 2011 Md. Laws 571, and 2011 Md. Laws 572).",2 Citations,"CS: Md. Code Ann., Tax - Gen § 5-105

CS: Md. Code Ann., Tax - Gen § 5-101","For the period January 1, 2003 through January 2, 2008, a 5 percent general sales tax applied to alcoholic beverages, and no specific ad valorem tax applied to alcoholic beverages.  For the period January 3, 2008 through June 30, 2011, a 6 percent general sales tax applied to alcoholic beverages, and no specific ad valorem tax applied to alcoholic beverages.  For the period beginning July 1, 2011 a 9 percent ad valorem tax on alcoholic beverages applies, in lieu of the 6 percent general sales tax.  See Md. Ann. Code, Tax - General, § 11-104(a), (g) (as amended by 2007 Md. Laws 1st Sp. Sess. Ch. 6, 2011 Md. Laws 571, and 2011 Md. Laws 572).",
Maryland,MD,24,1/1/2011,0,$0.09,,,0,,,,,0,,,,"Juris Note: 

            For the period January 1, 2003 through January 2, 2008, a 5 percent general sales tax applied to alcoholic beverages, and no specific ad valorem tax applied to alcoholic beverages.  For the period January 3, 2008 through June 30, 2011, a 6 percent general sales tax applied to alcoholic beverages, and no specific ad valorem tax applied to alcoholic beverages.  For the period beginning July 1, 2011 a 9 percent ad valorem tax on alcoholic beverages applies, in lieu of the 6 percent general sales tax.  See Md. Ann. Code, Tax - General, § 11-104(a), (g) (as amended by 2007 Md. Laws 1st Sp. Sess. Ch. 6, 2011 Md. Laws 571, and 2011 Md. Laws 572).",2 Citations,"CS: Md. Code Ann., Tax - Gen § 5-105

CS: Md. Code Ann., Tax - Gen § 5-101","For the period January 1, 2003 through January 2, 2008, a 5 percent general sales tax applied to alcoholic beverages, and no specific ad valorem tax applied to alcoholic beverages.  For the period January 3, 2008 through June 30, 2011, a 6 percent general sales tax applied to alcoholic beverages, and no specific ad valorem tax applied to alcoholic beverages.  For the period beginning July 1, 2011 a 9 percent ad valorem tax on alcoholic beverages applies, in lieu of the 6 percent general sales tax.  See Md. Ann. Code, Tax - General, § 11-104(a), (g) (as amended by 2007 Md. Laws 1st Sp. Sess. Ch. 6, 2011 Md. Laws 571, and 2011 Md. Laws 572).",
